Country ,UNSCRegGrp,LocationCode,ISO3_CODE,ISO2_CODE,SDMX,TwentyTwo,TwentyThree,TwentyFour,TwentyFive,TwentySix,TwentySeven,TwentyEight,TwentyNine,Thirty,ThirtyOne,ThirtyTwo,ThirtyThree,ThirtyFour,ThirtyFive,ThirtySix,ThirtySeven,ThirtyEight,ThirtyNine,Fourty,FourtyOne,FourtyTwo,FourtyThree,FourtyFour,FourtyFive,FourtySix,FourtySeven,FourtyEight,FourtyNine,Fifty,FiftyOne,FiftyTwo,FiftyThree,FiftyFour,FiftyFive,FiftySix,FiftySeven,FiftyEight,FiftyNine,Sixty,SixtyOne,SixtyTwo,SixtyThree,SixtyFour,SixtyFive,SixtySix,SixtySeven,SixtyEight,SixtyNine,Seventy,SeventyOne,SeventyTwo,SeventyThree,SeventyFour,SeventyFive,SeventySix,SeventySeven,SeventyEight,SeventyNine,Eighty,EightyOne,EightyTwo,EightyThree,EightyFour,EightyFive,EightySix,EightySeven,EightyEight,EightyNine,Ninety,NinetyOne,NinetyTwo,NinetyThree,NinetyFour,NinetyFive,NinetySix,NinetySeven,NinetyEight,NinetyNine,OneHundred
United States of America,Western European and Others Group,840,USA,US,840,338289857,339996563,341814420,343603404,345364937,347098261,348804850,350493332,352162301,353802974,355412200,356991059,358528775,360016420,361456574,362841838,364161174,365420860,366616240,367749399,368832202,369853049,370815335,371715154,372551914,373335573,374064084,374749589,375391963,375987912,376555047,377101926,377638013,378168263,378696958,379230255,379767172,380310585,380862165,381422296,381995488,382586900,383191211,383800543,384412100,385023532,385634475,386231712,386805309,387371862,387925372,388448574,388936916,389390579,389810991,390199573,390559279,390882693,391168466,391424375,391652799,391856941,392042507,392209373,392363616,392505046,392635564,392763500,392882584,392999144,393119132,393236593,393353698,393473602,393602752,393728779,393843027,393946323,394041155
Australia,Western European and Others Group,36,AUS,AU,36,26177414,26439111,26699482,26958054,27214033,27467171,27717005,27962249,28202414,28437615,28667426,28892147,29112899,29329425,29541524,29750263,29955530,30157200,30355783,30551298,30744528,30935796,31124643,31310778,31493926,31673993,31850587,32023533,32192919,32358848,32522010,32683280,32842393,32998544,33151924,33303996,33454262,33601953,33747588,33891728,34034206,34174680,34313450,34450720,34586466,34719970,34852216,34983729,35113058,35239192,35362318,35483223,35602050,35718440,35831822,35941629,36048134,36151694,36252871,36351405,36446618,36538879,36629440,36719831,36808950,36896432,36983114,37069212,37156042,37244134,37333372,37424355,37516818,37609981,37704900,37800882,37896276,37992429,38089401
New Zealand,Western European and Others Group,554,NZL,NZ,554,5185289,5228100,5269938,5310695,5350410,5388806,5425762,5461374,5495670,5528743,5560491,5590866,5619899,5647638,5674272,5699822,5724319,5747928,5770708,5792644,5813704,5833850,5853055,5871298,5888567,5904946,5920384,5934988,5949002,5962273,5974862,5987004,5998652,6009764,6020400,6030616,6040360,6049561,6058348,6066821,6074974,6082706,6089987,6096900,6103434,6109432,6114969,6120190,6124926,6129132,6132754,6135819,6138308,6140249,6141696,6142486,6142788,6142663,6141930,6140715,6139090,6137095,6134758,6131972,6128749,6125258,6121687,6117844,6113774,6109602,6105278,6100933,6096568,6092150,6087666,6083040,6078396,6073833,6069341
Fiji,Asia-Pacific Group,242,FJI,FJ,242,929766,936376,943072,949993,957162,964494,971840,979073,986172,993128,999949,1006622,1013136,1019550,1025842,1031992,1038010,1043850,1049476,1054902,1060105,1065062,1069814,1074382,1078746,1082892,1086848,1090615,1094173,1097502,1100598,1103488,1106173,1108648,1110866,1112869,1114714,1116363,1117828,1119077,1120121,1120971,1121625,1122094,1122381,1122528,1122516,1122334,1122021,1121603,1121056,1120385,1119557,1118570,1117455,1116195,1114787,1113223,1111514,1109669,1107675,1105515,1103222,1100765,1098144,1095385,1092481,1089444,1086278,1083005,1079594,1076052,1072383,1068595,1064714,1060714,1056595,1052404,1048164
New Caledonia,,540,NCL,NC,540,289951,292991,295966,298873,301712,304499,307234,309909,312530,315097,317611,320065,322481,324862,327183,329448,331655,333802,335889,337915,339884,341793,343640,345422,347128,348766,350320,351790,353191,354513,355761,356936,358026,359043,359996,360897,361744,362520,363237,363914,364535,365098,365629,366122,366574,366992,367380,367730,368043,368328,368588,368825,369038,369228,369392,369534,369650,369738,369810,369859,369886,369895,369880,369845,369785,369706,369614,369499,369356,369191,368998,368779,368539,368276,367993,367681,367337,366970,366576
Papua New Guinea,Asia-Pacific Group,598,PNG,PG,598,10142618,10329930,10515788,10701144,10886097,11069871,11252452,11434334,11615322,11795728,11975671,12154394,12331462,12507085,12681353,12854190,13025474,13194712,13362082,13527644,13690711,13851796,14009881,14165403,14319594,14471386,14620589,14766879,14910368,15051146,15189144,15324555,15457018,15586007,15711677,15835074,15955959,16073326,16187410,16298114,16405528,16510166,16612730,16713024,16809999,16904347,16996325,17085616,17172835,17257791,17339616,17418054,17493319,17565761,17635115,17700770,17763579,17824029,17882005,17938119,17991742,18042704,18091283,18137161,18180269,18220748,18258316,18293243,18326463,18358014,18388060,18416222,18441908,18464936,18485738,18504302,18520771,18535585,18548056
Solomon Islands,Asia-Pacific Group,90,SLB,SB,90,724272,740425,756674,773027,789449,805947,822593,839363,856264,873346,890636,908136,925799,943640,961667,979866,998284,1016887,1035616,1054447,1073371,1092351,1111356,1130412,1149476,1168539,1187560,1206524,1225407,1244174,1262887,1281571,1300201,1318755,1337246,1355714,1374092,1392382,1410600,1428732,1446831,1464786,1482640,1500503,1518276,1535879,1553392,1570928,1588372,1605581,1622605,1639479,1656240,1672876,1689189,1705232,1721047,1736655,1752059,1767179,1782036,1796642,1811021,1825142,1839006,1852626,1865994,1879108,1891972,1904497,1916732,1928646,1940176,1951426,1962437,1973151,1983529,1993635,2003496
Vanuatu,Asia-Pacific Group,548,VUT,VU,548,326740,334506,342324,350202,358162,366230,374415,382716,391134,399683,408365,417158,426050,435047,444152,453374,462717,472147,481641,491182,500781,510431,520124,529838,539582,549346,559073,568810,578568,588316,598076,607834,617562,627271,636960,646670,656416,666138,675859,685592,695307,704976,714623,724277,733906,743520,753091,762627,772140,781616,791027,800366,809668,818909,828073,837156,846146,855057,863916,872662,881281,889789,898196,906524,914727,922851,930937,938950,946837,954579,962202,969726,977186,984553,991795,998924,1005908,1012718,1019378
Guam,,316,GUM,GU,316,171774,172952,174114,175263,176397,177508,178605,179686,180746,181795,182824,183827,184818,185789,186724,187620,188487,189313,190097,190842,191541,192200,192818,193404,193945,194442,194897,195308,195673,195990,196263,196495,196683,196841,196977,197079,197160,197222,197276,197326,197371,197404,197433,197464,197487,197501,197504,197488,197470,197442,197403,197351,197269,197168,197035,196871,196683,196457,196201,195906,195577,195207,194799,194357,193875,193345,192772,192157,191505,190815,190084,189326,188536,187716,186875,186000,185104,184175,183221
Kiribati,,296,KIR,KI,296,131231,133515,135764,137984,140178,142356,144502,146625,148719,150776,152807,154809,156787,158756,160707,162654,164613,166589,168582,170596,172625,174658,176694,178730,180752,182748,184719,186665,188570,190438,192270,194062,195823,197536,199199,200827,202417,203954,205444,206915,208351,209746,211109,212427,213718,214985,216218,217422,218601,219750,220877,221988,223079,224148,225202,226226,227214,228167,229084,229973,230826,231633,232397,233125,233814,234453,235046,235588,236080,236534,236939,237293,237606,237872,238108,238308,238468,238591,238673
Marshall Islands,Asia-Pacific Group,584,MHL,MH,584,41569,41996,42415,42819,43209,43594,43978,44358,44733,45107,45484,45863,46235,46611,46988,47356,47719,48078,48434,48779,49109,49431,49737,50023,50294,50553,50792,51008,51210,51398,51569,51721,51858,51988,52111,52222,52319,52415,52499,52575,52656,52733,52805,52874,52945,53009,53066,53128,53181,53228,53272,53310,53344,53370,53390,53404,53404,53394,53368,53336,53294,53234,53165,53088,53001,52904,52793,52667,52534,52398,52258,52106,51951,51793,51633,51471,51308,51142,50977
Micronesia (Fed. States of),Asia-Pacific Group,583,FSM,FM,583,114164,115224,116300,117389,118472,119544,120617,121676,122703,123700,124661,125588,126475,127324,128140,128916,129650,130339,130984,131588,132154,132687,133178,133631,134048,134437,134800,135140,135457,135754,136031,136286,136536,136771,136984,137169,137332,137476,137594,137690,137761,137797,137802,137776,137713,137615,137484,137307,137082,136818,136517,136168,135779,135347,134878,134376,133827,133235,132609,131956,131266,130548,129802,129025,128236,127426,126589,125740,124878,123987,123080,122165,121231,120287,119336,118364,117373,116371,115353
Nauru,Asia-Pacific Group,520,NRU,NR,520,12668,12780,12884,12979,13062,13141,13214,13285,13358,13428,13498,13570,13643,13719,13794,13869,13944,14022,14097,14172,14245,14317,14386,14451,14513,14562,14614,14657,14695,14732,14761,14787,14808,14823,14833,14842,14846,14849,14853,14850,14846,14840,14826,14815,14806,14791,14772,14754,14729,14702,14674,14639,14602,14562,14520,14476,14429,14380,14322,14258,14191,14126,14056,13979,13899,13815,13726,13633,13539,13440,13332,13227,13122,13006,12888,12765,12640,12514,12380
Northern Mariana Islands,,580,MNP,MP,580,49551,49796,50025,50255,50470,50668,50859,51028,51178,51314,51428,51525,51605,51666,51712,51736,51736,51722,51682,51618,51528,51409,51272,51112,50931,50735,50518,50288,50050,49809,49564,49312,49073,48844,48611,48382,48169,47968,47778,47609,47456,47314,47186,47073,46978,46897,46826,46760,46699,46643,46590,46534,46470,46401,46324,46242,46147,46037,45912,45769,45613,45442,45264,45074,44867,44650,44426,44200,43962,43722,43484,43232,42980,42728,42479,42225,41971,41709,41446
Palau,Asia-Pacific Group,585,PLW,PW,585,18054,18057,18051,18044,18031,18010,17989,17955,17919,17882,17843,17798,17743,17688,17629,17570,17506,17441,17375,17306,17235,17161,17092,17028,16955,16882,16815,16751,16689,16626,16562,16504,16449,16389,16328,16268,16212,16157,16102,16048,15990,15937,15887,15834,15788,15741,15688,15634,15584,15541,15494,15447,15398,15354,15311,15260,15214,15169,15122,15076,15032,14984,14932,14880,14832,14779,14724,14672,14617,14561,14502,14444,14383,14322,14261,14196,14130,14066,14005
American Samoa,,16,ASM,AS,16,44272,43914,43544,43161,42772,42384,41978,41562,41142,40715,40280,39842,39404,38966,38540,38120,37700,37294,36899,36512,36139,35780,35434,35101,34784,34481,34178,33868,33558,33246,32930,32611,32288,31962,31630,31291,30948,30598,30245,29892,29535,29165,28788,28410,28030,27645,27252,26852,26447,26040,25629,25206,24784,24361,23930,23493,23057,22617,22172,21730,21286,20837,20385,19938,19486,19036,18587,18125,17661,17198,16731,16249,15764,15274,14775,14267,13749,13222,12684
Cook Islands,,184,COK,CK,184,17010,17044,17072,17102,17136,17172,17204,17231,17253,17286,17318,17345,17371,17394,17414,17438,17466,17490,17510,17529,17548,17566,17586,17605,17620,17635,17651,17663,17674,17678,17683,17688,17693,17694,17693,17696,17697,17697,17698,17699,17695,17695,17699,17703,17700,17700,17702,17696,17693,17696,17693,17680,17672,17667,17657,17644,17633,17622,17608,17596,17575,17550,17521,17492,17468,17437,17394,17351,17308,17266,17224,17176,17126,17074,17016,16956,16896,16828,16764
French Polynesia,,258,PYF,PF,258,306279,308871,311383,313810,316166,318456,320673,322807,324860,326834,328738,330562,332298,333948,335511,336991,338386,339689,340880,341966,342957,343846,344632,345304,345860,346307,346632,346834,346933,346923,346802,346577,346261,345856,345361,344789,344149,343444,342680,341865,341008,340111,339164,338169,337130,336053,334934,333759,332542,331289,329995,328655,327273,325846,324365,322842,321275,319664,318015,316330,314614,312875,311116,309338,307546,305745,303935,302116,300293,298470,296650,294819,292985,291146,289302,287446,285576,283702,281828
Niue,,570,NIU,NU,570,1934,1935,1934,1935,1937,1942,1945,1948,1949,1949,1956,1963,1970,1972,1976,1988,1996,1999,2010,2022,2029,2037,2045,2055,2066,2076,2084,2089,2096,2104,2112,2116,2118,2123,2126,2128,2128,2131,2136,2138,2140,2147,2154,2158,2166,2173,2176,2181,2187,2190,2195,2205,2214,2218,2223,2231,2237,2240,2243,2247,2255,2261,2263,2260,2261,2264,2261,2261,2260,2259,2257,2252,2247,2244,2242,2237,2235,2232,2226
Samoa,Asia-Pacific Group,882,WSM,WS,882,222382,225681,228966,232231,235495,238760,242024,245308,248628,251982,255362,258775,262233,265730,269262,272837,276442,280077,283738,287404,291054,294704,298372,302044,305698,309326,312927,316493,320016,323507,326966,330380,333770,337146,340502,343831,347132,350413,353680,356940,360170,363355,366515,369646,372746,375831,378876,381886,384879,387818,390698,393526,396308,399050,401718,404312,406836,409260,411599,413880,416085,418222,420291,422273,424163,425956,427660,429280,430804,432245,433602,434892,436099,437196,438190,439086,439894,440595,441188
Tokelau,,772,TKL,TK,772,1871,1893,1914,1934,1953,1972,1994,2021,2045,2067,2086,2107,2130,2150,2168,2189,2213,2233,2253,2276,2297,2317,2336,2351,2364,2383,2399,2414,2430,2441,2452,2468,2485,2497,2507,2518,2534,2552,2567,2580,2593,2606,2615,2628,2643,2656,2664,2675,2691,2701,2713,2724,2731,2740,2748,2754,2765,2772,2778,2785,2789,2795,2801,2804,2806,2809,2812,2813,2816,2819,2820,2820,2819,2817,2814,2812,2810,2806,2805
Tonga,Asia-Pacific Group,776,TON,TO,776,106858,107773,108684,109596,110504,111402,112304,113213,114124,115046,115978,116920,117874,118833,119784,120732,121670,122590,123505,124398,125270,126116,126936,127727,128483,129214,129913,130582,131225,131840,132416,132963,133487,133975,134438,134882,135310,135719,136113,136507,136887,137233,137556,137875,138174,138451,138713,138947,139154,139339,139497,139626,139716,139773,139794,139775,139716,139622,139498,139326,139110,138871,138597,138277,137916,137524,137097,136641,136158,135649,135110,134536,133947,133336,132695,132028,131334,130624,129891
Tuvalu,,798,TUV,TV,798,11311,11396,11478,11564,11641,11706,11779,11852,11917,11981,12047,12111,12171,12230,12296,12360,12418,12477,12536,12598,12665,12730,12796,12866,12933,12999,13076,13145,13212,13279,13343,13410,13470,13531,13593,13648,13707,13764,13812,13861,13912,13954,13995,14035,14078,14119,14152,14185,14216,14245,14270,14298,14328,14349,14364,14383,14400,14415,14428,14436,14445,14453,14457,14462,14465,14463,14456,14452,14441,14427,14418,14403,14380,14354,14330,14303,14273,14242,14207
Wallis and Futuna Islands,,876,WLF,WF,876,11572,11502,11439,11387,11348,11308,11268,11242,11230,11220,11219,11222,11227,11232,11245,11262,11280,11300,11319,11337,11346,11355,11368,11377,11381,11383,11375,11361,11349,11334,11311,11290,11267,11238,11211,11178,11146,11118,11090,11058,11026,10997,10968,10942,10912,10879,10855,10832,10806,10785,10762,10742,10718,10696,10678,10658,10636,10616,10598,10572,10544,10524,10502,10477,10450,10418,10384,10351,10316,10279,10244,10206,10169,10131,10087,10036,9989,9940,9887
